name,encoding_time_mean,decoding_time_mean,encoded_size_mean,photo,encoding_time_var,decoding_time_var,encoded_size_var,original_size,compression_ratio,measurement_count
Test__vector-glassy-button-cs-by-dragonart.ppm.ppm,527,100,1025805,False,0,0,0,3000017,2.9245490127265903,1
Test__vector-music-melody-preview_PNGOUT.ppm.ppm,290,41,213555,False,0,0,0,732123,3.428264381541055,1
Test_01-03_rouders_PNGOUT.ppm.ppm,173,34,216445,False,0,0,0,378015,1.746471389960498,1
Test_01PNG-PNGOUTWin_PNGOUT.ppm.ppm,1535,275,2922522,False,0,0,0,14066800,4.813240071417769,1
Test_02_Schluesselfelder_Schiff-PNG.ppm.ppm,270,40,250843,True,0,0,0,750015,2.989977794875679,1
Test_02PNG-PNGOUTWin.ppm.ppm,722,154,1935242,False,0,0,0,4572449,2.3627272454814436,1
Test_03PNG-PNGOUTWin.ppm.ppm,1791,465,6812551,False,0,0,0,15573905,2.286060684169557,1
Test_20_petra_cold_landscape.png.ppm,618,115,1508790,True,0,0,0,2359312,1.5637113183411873,1
Test_20080227053020!Myoglobin_PNGOUT.ppm.ppm,243,36,200734,False,0,0,0,1318575,6.568767622824235,1
Test_248080202_731e632c11_o.png.ppm,190,29,127094,False,0,0,0,750015,5.901262058004312,1
Test_275000.ppm.ppm,386,56,435348,True,0,0,0,1064355,2.444837233661347,1
Test_275001.ppm.ppm,328,52,429464,True,0,0,0,1065615,2.481267347204888,1
Test_275002.ppm.ppm,449,57,493584,True,0,0,0,1083375,2.194915151220461,1
Test_275003.ppm.ppm,416,55,428733,True,0,0,0,1087815,2.5372784460258484,1
Test_275004.ppm.ppm,402,55,428049,True,0,0,0,1084875,2.534464512240421,1
Test_275005.ppm.ppm,394,54,390122,True,0,0,0,1070055,2.742872742372899,1
Test_275006.ppm.ppm,345,51,375526,True,0,0,0,1083375,2.8849533720701097,1
Test_275007.ppm.ppm,402,53,390348,True,0,0,0,1072947,2.7486934735159396,1
Test_275008.ppm.ppm,408,55,398320,True,0,0,0,1090755,2.7383887326772443,1
Test_275009.ppm.ppm,400,54,454184,True,0,0,0,1070187,2.3562851179257747,1
Test_2mpampjjpg.png.ppm,530,104,1512808,False,0,0,0,2218000,1.4661477200014807,1
