name,encoding_time_mean,decoding_time_mean,encoded_size_mean,photo,encoding_time_var,decoding_time_var,encoded_size_var,original_size,compression_ratio,measurement_count
Test__vector-glassy-button-cs-by-dragonart.ppm.ppm,251,49,69318,False,0,0,0,3000017,43.279047289304366,1
Test__vector-music-melody-preview_PNGOUT.ppm.ppm,99,28,14033,False,0,0,0,732123,52.17152426423431,1
Test_01-03_rouders_PNGOUT.ppm.ppm,97,23,21885,False,0,0,0,378015,17.272789581905414,1
Test_01PNG-PNGOUTWin_PNGOUT.ppm.ppm,482,95,134085,False,0,0,0,14066800,104.90957228623634,1
Test_02_Schluesselfelder_Schiff-PNG.ppm.ppm,113,25,18209,True,0,0,0,750015,41.18924707562194,1
Test_02PNG-PNGOUTWin.ppm.ppm,314,59,136116,False,0,0,0,4572449,33.59229627670516,1
Test_03PNG-PNGOUTWin.ppm.ppm,740,132,438435,False,0,0,0,15573905,35.52158244665686,1
Test_20_petra_cold_landscape.png.ppm,211,38,64075,True,0,0,0,2359312,36.82110027311744,1
Test_20080227053020!Myoglobin_PNGOUT.ppm.ppm,162,27,21777,False,0,0,0,1318575,60.54897368783579,1
Test_248080202_731e632c11_o.png.ppm,135,24,27593,False,0,0,0,750015,27.181350342478165,1
Test_275000.ppm.ppm,125,24,10513,True,0,0,0,1064355,101.2417958717778,1
Test_275001.ppm.ppm,117,27,13322,True,0,0,0,1065615,79.98911574838613,1
Test_275002.ppm.ppm,125,27,17230,True,0,0,0,1083375,62.877248984329654,1
Test_275003.ppm.ppm,159,25,12362,True,0,0,0,1087815,87.9966833845656,1
Test_275004.ppm.ppm,130,24,13877,True,0,0,0,1084875,78.1779202997766,1
Test_275005.ppm.ppm,101,23,8647,True,0,0,0,1070055,123.7486989707413,1
Test_275006.ppm.ppm,117,24,9820,True,0,0,0,1083375,110.32331975560082,1
Test_275007.ppm.ppm,99,23,8319,True,0,0,0,1072947,128.9754778218536,1
Test_275008.ppm.ppm,146,24,10723,True,0,0,0,1090755,101.72106686561597,1
Test_275009.ppm.ppm,129,23,14861,True,0,0,0,1070187,72.01312159343247,1
Test_2mpampjjpg.png.ppm,320,55,200523,False,0,0,0,2218000,11.061075288121563,1
Test_354000.ppm.ppm,179,29,46599,True,0,0,0,1080447,23.186055494753106,1
Test_354001.ppm.ppm,144,28,33034,True,0,0,0,1081935,32.75216443664104,1
Test_354002.ppm.ppm,182,29,34337,True,0,0,0,1086351,31.637912455951305,1
Test_354003.ppm.ppm,152,29,47589,True,0,0,0,1086303,22.826766689781252,1
Test_354004.ppm.ppm,173,26,31825,True,0,0,0,1071591,33.671358994501176,1
Test_354005.ppm.ppm,184,28,41692,True,0,0,0,1061379,25.457617768396815,1
Test_354006.ppm.ppm,125,26,27064,True,0,0,0,1080447,39.92192580549808,1
Test_354007.ppm.ppm,142,28,40945,True,0,0,0,1077519,26.31625351080718,1
Test_354008.ppm.ppm,187,31,52205,True,0,0,0,1074591,20.584062829230916,1
Test_354009.ppm.ppm,143,27,38338,True,0,0,0,1077519,28.105769732380406,1
Test_384001.ppm.ppm,185,29,29189,True,0,0,0,1068735,36.61430675939566,1
Test_384002.ppm.ppm,125,27,23183,True,0,0,0,1071663,46.22624336798516,1
Test_384003.ppm.ppm,124,26,20244,True,0,0,0,1087815,53.73518079430942,1
